[3924233450945276549086964624087200490995247233706746270899364206426701740619416867392454656000000000000000000000000000000000000, -3708476896661234261166595138586620846782660237574536888784393380944856551532392652692520960000000000000000000000000000000000, 1509199706449264373105244249368970977209959173066491449939153900434037998316228131684352000000000000000000000000000000000, -337500037290942764495395868386562971754016116785390841072048221617443316658082155384012800000000000000000000000000000, 43714682637171236021367604966833305309923746974850894665325331604362303109715777067941888000000000000000000000000, -3111357148902865912417988391836350251682805385917571877568422664218078901010004935966720000000000000000000000, 95356266594731795079493309965756674711058734831164489212811553129058773080352804044800000000000000000000, 618840723107761889896363016885251574078635388443306832549992828319945330157158400000000000000000, 1338586400912357073420399795635643400599836918986297982928179335149920452608000000000000, 965122546660349298406724063940884252743873633176129290337528305418240000000000, 29298331981110197366602526090413106879319244800000000, 296470902355240575283200000, 1]
[-3708476896661234261166595138586620846782660237574536888784393380944856551532392652692520960000000000000000000000000000000000, 6950986496704390042399105433049126860396103535300642728895074819467726754375236055025582080000000000000000000000000000000, -4175190947377089941611452135383204997172948465221368432119554418845446929655566146994176000000000000000000000000000000, 493751729222149651035457063068642305508233453469401395944974296438196687728770695603159040000000000000000000000000, 59659609577030961637541110289112021078091104767187787822549078869394205439302452893450240000000000000000000000, -7840379248214196729643062796493269425081859930100141304047932909346022483171510017064960000000000000000000, -95333447356443287210404497374050404132491763274506548619337189691919811046970438451200000000000000000, -24155957253764418975307742823129586187061243620756339515602571075061236992294518784000000000000, 66806304467998310581793391194791115184805127528413091235284315294143736709120000000000, -1458178254597295207839980786768623018650234306932331393013634952069120000000, 33446467926379842030532687838341039552110187929600000, -374642006356701393515817612]
[1509199706449264373105244249368970977209959173066491449939153900434037998316228131684352000000000000000000000000000000000, -4175190947377089941611452135383204997172948465221368432119554418845446929655566146994176000000000000000000000000000000, -301851634381591833346238394387907563828793379391119445614595161272769455527698270716428288000000000000000000000000, 1038677201789914991362090465961377302769147065985487222285672689158918175716097236444119040000000000000000000000, 378494977797549959360178068152933818044335078157093771639955480261351930169113765048483840000000000000000000, 9718148718139346647384449201643833517488848029697396574289278515913329360524510494720000000000000000000, 30494044246550310117871895628421273379173050630568397072391110688366558535804457582592000000000000, 44681231489418997440503069818655052635806384532381152777755381649015689662976491520000000000, 171790435018380416903247878610824648919543398246401012395341432490921925017600000000, 804436418307995738740132598166893365099468842089705900525050627891200000, 1587728122949690904187089204116332301200302760915266, 27209811658056645815522600]
[-337500037290942764495395868386562971754016116785390841072048221617443316658082155384012800000000000000000000000000000, 493751729222149651035457063068642305508233453469401395944974296438196687728770695603159040000000000000000000000000, 1038677201789914991362090465961377302769147065985487222285672689158918175716097236444119040000000000000000000000, -925461466455522523607980072366478440235575959511945288268604770825451300845059605937520640000000000000000000, -51038778870467375317174627414281203016789153392265449880353463871004348816411677478092800000000000000000, -1328993907465108152135763886999825071444084099881098607565574716140191426369978927939584000000000000, -7211912299746007510535159486199919697482960389278446632552985263875183091897870581760000000000, -22093249696627933419655226823604057638897222562682635800269909178325710985117040640000000, 79513247125057906492841989395207442300133781750924860449090230806481243648000000, -199188452917764242987050083089364860927274115441197382331866126825820, 14131378888778142661582693947549844785863493325800, -529134841844639613861795]
[43714682637171236021367604966833305309923746974850894665325331604362303109715777067941888000000000000000000000000, 59659609577030961637541110289112021078091104767187787822549078869394205439302452893450240000000000000000000000, 378494977797549959360178068152933818044335078157093771639955480261351930169113765048483840000000000000000000, -51038778870467375317174627414281203016789153392265449880353463871004348816411677478092800000000000000000, 15043423165563966645618284609730360176005265392518745580151910727157028699006028388237312000000000000, -177994641867075262695184980920462608604060357466681128822395417442867019643767352197120000000000, 1938738373821740121470446368665797412833082873875468530371642913339302678999680942080000000, 2973119672716212219456471881112888569835575578534065127175856819648732682854604800000, 8498500708725193890718329655230574962816784139443636591086906768989729050095, 22148485195925584385790489089697473918894904664093860668378292000, 35372414460361796790312007060191890803134127320, 4297837238774928467520]
[-3111357148902865912417988391836350251682805385917571877568422664218078901010004935966720000000000000000000000, -7840379248214196729643062796493269425081859930100141304047932909346022483171510017064960000000000000000000, 9718148718139346647384449201643833517488848029697396574289278515913329360524510494720000000000000000000, -1328993907465108152135763886999825071444084099881098607565574716140191426369978927939584000000000000, -177994641867075262695184980920462608604060357466681128822395417442867019643767352197120000000000, -15057297311708922526580514410563848478334693758624999774108600968667487260827388477440000000, 224080399886627495149771654692369177094059649940825305182078225594292057242702643200000, -75948585201267973403627533631138995089882647284307484579413691458563029509971992, 208334210762751500564946204497082337222910461284651050215872586641463200, -994774826102691960922410649494629085486856242714439003812180, 28890545335855949285086003898461917345026160, -17899526272883039048]
[95356266594731795079493309965756674711058734831164489212811553129058773080352804044800000000000000000000, -95333447356443287210404497374050404132491763274506548619337189691919811046970438451200000000000000000, 30494044246550310117871895628421273379173050630568397072391110688366558535804457582592000000000000, -7211912299746007510535159486199919697482960389278446632552985263875183091897870581760000000000, 1938738373821740121470446368665797412833082873875468530371642913339302678999680942080000000, 224080399886627495149771654692369177094059649940825305182078225594292057242702643200000, 1168150167526575837857761510359647773943258089269992605255478096499695783789300124, 247900233561939294388612799857476424364856251769094880288086537904279396400, 987807801334019988631500819088661487281712947788833523552559299560, 14690460927260804690751501000083244161647396386205851440, 7848482999227584325448694633580010490867, 42570393135641712]
[618840723107761889896363016885251574078635388443306832549992828319945330157158400000000000000000, -24155957253764418975307742823129586187061243620756339515602571075061236992294518784000000000000, 44681231489418997440503069818655052635806384532381152777755381649015689662976491520000000000, -22093249696627933419655226823604057638897222562682635800269909178325710985117040640000000, 2973119672716212219456471881112888569835575578534065127175856819648732682854604800000, -75948585201267973403627533631138995089882647284307484579413691458563029509971992, 247900233561939294388612799857476424364856251769094880288086537904279396400, -64999046469909490143435875140651300541119093852394968074094803537810, 636861023141767565580039581191818069063579259290464688398880, -51135193038502008150804190472844550800569441050500, 645470833566425875717489618904152240, -61058988656490]
[1338586400912357073420399795635643400599836918986297982928179335149920452608000000000000, 66806304467998310581793391194791115184805127528413091235284315294143736709120000000000, 171790435018380416903247878610824648919543398246401012395341432490921925017600000000, 79513247125057906492841989395207442300133781750924860449090230806481243648000000, 8498500708725193890718329655230574962816784139443636591086906768989729050095, 208334210762751500564946204497082337222910461284651050215872586641463200, 987807801334019988631500819088661487281712947788833523552559299560, 636861023141767565580039581191818069063579259290464688398880, 29211180544704743418963619709378403797452606969172658, 24228593349948582884094197811518266845689352, 12407796387712093514736413264496, 53686822816]
[965122546660349298406724063940884252743873633176129290337528305418240000000000, -1458178254597295207839980786768623018650234306932331393013634952069120000000, 804436418307995738740132598166893365099468842089705900525050627891200000, -199188452917764242987050083089364860927274115441197382331866126825820, 22148485195925584385790489089697473918894904664093860668378292000, -994774826102691960922410649494629085486856242714439003812180, 14690460927260804690751501000083244161647396386205851440, -51135193038502008150804190472844550800569441050500, 24228593349948582884094197811518266845689352, -573388748843683532691009051194955437, 30134971854812981978547264, -28278756]
[29298331981110197366602526090413106879319244800000000, 33446467926379842030532687838341039552110187929600000, 1587728122949690904187089204116332301200302760915266, 14131378888778142661582693947549844785863493325800, 35372414460361796790312007060191890803134127320, 28890545335855949285086003898461917345026160, 7848482999227584325448694633580010490867, 645470833566425875717489618904152240, 12407796387712093514736413264496, 30134971854812981978547264, 1608331026427734378, 8184]
[296470902355240575283200000, -374642006356701393515817612, 27209811658056645815522600, -529134841844639613861795, 4297837238774928467520, -17899526272883039048, 42570393135641712, -61058988656490, 53686822816, -28278756, 8184, -1]
[1]
