[0, 1855425871872000000000, 452984832000000, 36864000, 1]
[1855425871872000000000, -770845966336000000, 8900222976000, -1069956]
[452984832000000, 8900222976000, 2587918086, 2232]
[36864000, -1069956, 2232, -1]
[1]
