[280949374722195372109640625000000000000, -364936327796757658404375000000000000, 158010236947953767724187500000000, -22805180351548032195000000000, 24125474716854750000, -8507430000, 1]
[-364936327796757658404375000000000000, -94266583063223403127324218750000, 188656639464998455284287109375, 12519806366846423598750000, 1194227244109980000, 561444609]
[158010236947953767724187500000000, 188656639464998455284287109375, 26402314839969410496000000, -914362550706103200000, 1425220456750080, -2533680]
[-22805180351548032195000000000, 12519806366846423598750000, -914362550706103200000, 2729942049541120, 80967606480, 2976]
[24125474716854750000, 1194227244109980000, 1425220456750080, 80967606480, 7440, -1]
[-8507430000, 561444609, -2533680, 2976, -1]
[1]
