[141359947154721358697753474691071362751004672000, 53274330803424425450420160273356509151232000, 6692500042627997708487149415015068467200, 280244777828439527804321565297868800, 1284733132841424456253440, 1963211489280, 1]
[53274330803424425450420160273356509151232000, -264073457076620596259715790247978782949376, 36554736583949629295706472332656640000, -192457934618928299655108231168000, 128541798906828816384000, -246683410950]
[6692500042627997708487149415015068467200, 36554736583949629295706472332656640000, 5110941777552418083110765199360000, 26898488858380731577417728000, 383083609779811215375, 2028551200]
[280244777828439527804321565297868800, -192457934618928299655108231168000, 26898488858380731577417728000, -441206965512914835246100, 107878928185336800, -4550940]
[1284733132841424456253440, 128541798906828816384000, 383083609779811215375, 107878928185336800, 1665999364600, 3720]
[1963211489280, -246683410950, 2028551200, -4550940, 3720, -1]
[1]
